timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-30 00:26:57,18.4382,-66.0023,356d0284,A11B00,357,0,0,A321,N170US,1717021604,DFW,SJU,AA2233,AA,1,0,AAL2233,AAL,Dallas Fort Worth International Airport,"32.896801, -97.038002",Luis Munoz Marin International Airport,"18.4393997192, -66.0018005371",American Airlines,Airbus A321,Airbus
2024-05-30 00:26:57,39.7083,-86.2909,356d064c,ADE96E,315,0,0,B752,N996FD,1717021612,SLC,IND,FX1661,FX,1,0,FDX1661,FDX,Salt Lake City International Airport,"40.785749, -111.979746",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 757-200,Boeing
2024-05-30 00:26:57,30.1034,-95.5411,356d91b6,896475,315,2950,244,A388,A6-EUK,1717021613,DXB,IAH,EK211,EK,0,0,UAE1Y,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Emirates,Airbus A380-800,Airbus
2024-05-30 00:26:57,1.4868,105.9498,356d9e55,76CDB7,232,33050,497,A359,9V-SMW,1717021613,LAX,SIN,SQ37,SQ,0,-1984,SIA37,SIA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 00:26:57,1.1706,104.7408,356da103,A18D29,268,15375,358,B789,N19986,1717021613,SFO,SIN,UA1,UA,0,-1088,UAL1,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Singapore Changi Airport,"1.35019, 103.994003",United Airlines,Boeing 787-9,Boeing
2024-05-30 00:26:57,-37.5266,146.276,356daae5,A31A77,278,21000,383,B789,N29985,1717021611,SFO,MEL,UA60,UA,0,0,UAL60,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Melbourne International Airport,"-37.673302, 144.843002",United Airlines,Boeing 787-9,Boeing
2024-05-30 00:26:57,1.3577,105.7816,356dab6e,C02ECA,232,28375,475,B789,C-FRSR,1717021612,YVR,SIN,AC19,AC,0,-1920,ACA19,ACA,Vancouver International Airport,"49.193901062, -123.183998108",Singapore Changi Airport,"1.35019, 103.994003",Air Canada,Boeing 787-9,Boeing
2024-05-30 00:26:57,24.8722,118.2766,356db747,7812BE,217,9400,271,B789,B-1356,1717021611,LAX,XMN,MF830,MF,0,-576,CXA830,CXA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Xiamen Gaoqi International Airport,"24.54400062561035, 118.12799835205078",XiamenAir,Boeing 787-9,Boeing
2024-05-30 00:26:57,23.5735,113.3357,356db8f4,7800A9,195,4100,193,B77W,B-2099,1717021598,SFO,CAN,CZ658,CZ,0,0,CSN658,CSN,San Francisco International Airport,"37.61899948120117, -122.375",Guangzhou Baiyun International Airport,"23.392401, 113.299004",China Southern Airlines,Boeing 777-300ER,Boeing
2024-05-30 00:26:57,45.7438,-95.2841,356dd121,789244,104,41000,517,A359,B-LQF,1717021612,HKG,JFK,CX840,CX,0,0,CPA840,CPA,Hong Kong International Airport,"22.308901, 113.915001",John F Kennedy International Airport,"40.639447, -73.779317",Cathay Pacific,Airbus A350-900,Airbus
2024-05-30 00:26:57,61.1886,-150.0023,356dd21b,A75659,255,0,0,MD11,N572FE,1717021613,IND,ANC,FX29,FX,1,0,FDX29,FDX,Indianapolis International Airport,"39.7173, -86.294403",Ted Stevens Anchorage International Airport,"61.1744, -149.996002",Fedex,McDonnell Douglas MD-11,McDonnell Douglas
2024-05-30 00:26:57,47.8001,-139.1288,356dd4d1,80153D,110,37000,529,B77L,VT-AEH,1717021610,BLR,SFO,AI175,AI,0,0,AIC175,AIC,Kempegowda International Airport,"13.1979, 77.706299",San Francisco International Airport,"37.61899948120117, -122.375",Air India,Boeing 777-200LR,Boeing
2024-05-30 00:26:57,35.892,140.315,356ddf8f,ABB6B5,149,1725,150,B77L,N854FD,1717021611,MEM,NRT,FX15,FX,0,64,FDX15,FDX,Memphis International Airport,"35.04240036010742, -89.97669982910156",Narita International Airport,"35.764702, 140.386002",Fedex,Boeing 777-200LR,Boeing
2024-05-30 00:26:57,-24.6927,-49.3729,356de71d,39C427,213,38000,441,B789,F-HRBH,1717021611,CDG,EZE,AF468,AF,0,-64,AFR468,AFR,Charles de Gaulle International Airport,"49.012798, 2.55",Minister Pistarini International Airport,"-34.8222, -58.5358",Air France,Boeing 787-9,Boeing
2024-05-30 00:26:57,15.8335,77.1075,356de7ec,8964B6,296,40000,522,A388,A6-EVH,1717021613,SYD,DXB,EK413,EK,0,0,UAE5CL,UAE,Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Dubai International Airport,"25.2527999878, 55.3643989563",Emirates,Airbus A380-800,Airbus
2024-05-30 00:26:57,35.7624,140.3942,356de8b3,A7F08E,205,0,15,B748,N610UP,1717021613,SDF,NRT,5X108,5X,1,0,UPS108,UPS,Louisville Muhammad Ali International Airport,"38.1744, -85.736",Narita International Airport,"35.764702, 140.386002",UPS Airlines,Boeing 747-8,Boeing
2024-05-30 00:26:57,23.3987,-80.528,356debbd,152077,239,21575,382,B77W,RA-73847,1717021612,SVO,VRA,N4555,N4,0,-1664,NWS555,NWS,Sheremetyevo International Airport,"55.972599, 37.4146",Juan Gualberto Gomez International Airport,"23.034401, -81.435303",Nord Wind,Boeing 777-300ER,Boeing
2024-05-30 00:26:57,33.9431,-118.4133,356ded66,3C65AB,351,0,8,A388,D-AIMK,1717021613,MUC,LAX,LH452,LH,1,0,DLH452,DLH,Munich Airport,"48.353802, 11.7861",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Lufthansa Cargo,Airbus A380-800,Airbus
2024-05-30 00:26:57,27.0748,48.3647,356deeff,ABE959,86,39000,508,B77L,N867FD,1717021611,MEM,DWC,FX8,FX,0,64,FDX8,FDX,Memphis International Airport,"35.04240036010742, -89.97669982910156",Al Maktoum International Airport,"24.896356, 55.161389",Fedex,Boeing 777-200LR,Boeing
2024-05-30 00:26:57,29.827,127.7842,356def0e,A57362,229,40000,490,B744,N450PA,1717021613,LAX,HKG,5Y8082,5Y,0,0,GTI8082,GTI,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Hong Kong International Airport,"22.308901, 113.915001",Atlas Air,Boeing 747-400,Boeing
2024-05-30 00:26:57,37.7266,138.4501,356df2a6,AC148F,246,38000,414,B77L,N878FD,1717021613,MEM,ICN,FX5434,FX,0,0,FDX5434,FDX,Memphis International Airport,"35.04240036010742, -89.97669982910156",Incheon International Airport,"37.46910095214844, 126.45099639892578",Fedex,Boeing 777-200LR,Boeing
2024-05-30 00:26:57,24.9587,123.7607,356df64e,8990A4,276,38000,472,B77L,B-18772,1717021613,LAX,TPE,CI5137,CI,0,0,CAL5137,CAL,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Taiwan Taoyuan International Airport,"25.0777, 121.233002",China Airlines,Boeing 777-200LR,Boeing
2024-05-30 00:26:57,35.2103,-119.9886,356df65f,899032,125,30450,475,B77W,B-16729,1717021613,TPE,LAX,BR12,BR,0,-1024,EVA012,EVA,Taiwan Taoyuan International Airport,"25.0777, 121.233002",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",EVA Air,Boeing 777-300ER,Boeing
2024-05-30 00:26:57,40.0896,-5.2431,356df752,344503,238,25975,454,A333,EC-MAA,1717021612,MAD,GRU,IB6827,IB,0,1024,IBE6827,IBE,Adolfo Suárez Madrid–Barajas Airport,"40.471926, -3.56264",Guarulhos - Governador André Franco Montoro International Airport,"-23.431944, -46.467778",Iberia,Airbus A330-300,Airbus
2024-05-30 00:26:57,36.9532,-87.7771,356dfb88,A64924,132,41000,530,A359,N504DN,1717021612,ICN,ATL,DL26,DL,0,0,DAL26,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
