timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-30 23:33:52,37.7187,-122.2175,3570f2ca,AAA39A,90,0,0,B752,N785FD,1717104823,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-30 23:33:52,39.7051,-86.2923,35711bed,A0F99E,322,0,0,B763,N162FE,1717104821,CLT,IND,FX1635,FX,1,0,FDX1635,FDX,Charlotte Douglas International Airport,"35.2140007019043, -80.94309997558594",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-30 23:33:52,42.061,-79.428,357164dc,76CCE2,101,41000,530,A359,9V-SGB,1717104822,SIN,JFK,SQ24,SQ,0,0,SIA24,SIA,Singapore Changi Airport,"1.35019, 103.994003",John F Kennedy International Airport,"40.639447, -73.779317",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 23:33:52,1.3616,103.988,35718061,76CCE7,112,0,0,A359,9V-SGG,1717104762,LAX,SIN,SQ35,SQ,1,0,SIA35,SIA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 23:33:52,-33.1304,155.1544,357193ab,7C4926,250,39975,374,A388,VH-OQG,1717104821,LAX,SYD,QF12,QF,0,-128,QFA12,QFA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Qantas,Airbus A380-800,Airbus
2024-05-30 23:33:52,30.2023,-94.3018,35719651,8964E2,263,18550,319,A388,A6-EVK,1717104825,DXB,IAH,EK211,EK,0,-1472,UAE1Y,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Emirates,Airbus A380-800,Airbus
2024-05-30 23:33:52,39.6381,114.2552,35719997,7805AA,168,38075,528,B77L,B-2075,1717104826,JFK,CAN,CSG2544,CS,0,0,CSG2544,CSG,John F Kennedy International Airport,"40.639447, -73.779317",Guangzhou Baiyun International Airport,"23.392401, 113.299004",Comlux Aruba,Boeing 777-200LR,Boeing
2024-05-30 23:33:52,-33.9815,151.1851,35719a78,C0173E,347,325,127,B77W,C-FIUV,1717104822,YVR,SYD,AC33,AC,0,-640,ACA33,ACA,Vancouver International Airport,"49.193901062, -123.183998108",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Air Canada,Boeing 777-300ER,Boeing
2024-05-30 23:33:52,-37.0024,174.8213,35719a7b,8964B2,250,0,128,A388,A6-EVD,1717104825,DXB,AKL,EK448,EK,0,-576,UAE80T,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",Auckland International Airport,"-37.01199, 174.786331",Emirates,Airbus A380-800,Airbus
2024-05-30 23:33:52,25.2091,121.4123,35719ac3,8990E2,229,3725,167,B77W,B-16720,1717104825,IAH,TPE,BR51,BR,0,-832,EVA051,EVA,George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 777-300ER,Boeing
