timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-30 00:10:52,18.4382,-66.0024,356d0284,A11B00,357,0,0,A321,N170US,1717020636,DFW,SJU,AA2233,AA,1,0,AAL2233,AAL,Dallas Fort Worth International Airport,"32.896801, -97.038002",Luis Munoz Marin International Airport,"18.4393997192, -66.0018005371",American Airlines,Airbus A321,Airbus
2024-05-30 00:10:52,39.7083,-86.2909,356d064c,ADE96E,315,0,0,B752,N996FD,1717020645,SLC,IND,FX1661,FX,1,0,FDX1661,FDX,Salt Lake City International Airport,"40.785749, -111.979746",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 757-200,Boeing
2024-05-30 00:10:52,40.642,-73.7799,356d54ab,76CCE5,331,0,5,A359,9V-SGE,1717020646,SIN,JFK,SQ24,SQ,1,0,SIA24,SIA,Singapore Changi Airport,"1.35019, 103.994003",John F Kennedy International Airport,"40.639447, -73.779317",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 00:10:52,13.2251,77.9543,356d5f8b,80153F,192,7600,226,B77L,VT-AEG,1717020645,SFO,BLR,AI176,AI,0,-1088,AIC176,AIC,San Francisco International Airport,"37.61899948120117, -122.375",Kempegowda International Airport,"13.1979, 77.706299",Air India,Boeing 777-200LR,Boeing
2024-05-30 00:10:52,30.7217,-96.1585,356d91b6,896475,143,16075,387,A388,A6-EUK,1717020644,DXB,IAH,EK211,EK,0,-3904,UAE1Y,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Emirates,Airbus A380-800,Airbus
2024-05-30 00:10:52,25.0833,121.242,356d95c1,8990E6,140,0,17,B77W,B-16725,1717020644,IAH,TPE,BR51,BR,1,0,EVA051,EVA,George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 777-300ER,Boeing
2024-05-30 00:10:52,-37.0099,174.7765,356d9d27,89655C,340,0,14,A388,A6-EVP,1717020646,DXB,AKL,EK448,EK,1,0,UAE80T,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",Auckland International Airport,"-37.01199, 174.786331",Emirates,Airbus A380-800,Airbus
2024-05-30 00:10:52,2.9311,107.8392,356d9e55,76CDB7,232,40000,542,A359,9V-SMW,1717020643,LAX,SIN,SQ37,SQ,0,0,SIA37,SIA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 00:10:52,1.5838,106.6935,356da103,A18D29,248,39950,540,B789,N19986,1717020647,SFO,SIN,UA1,UA,0,-384,UAL1,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Singapore Changi Airport,"1.35019, 103.994003",United Airlines,Boeing 787-9,Boeing
2024-05-30 00:10:52,-37.5968,146.696,356daae5,A31A77,268,30000,350,B789,N29985,1717020645,SFO,MEL,UA60,UA,0,64,UAL60,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Melbourne International Airport,"-37.673302, 144.843002",United Airlines,Boeing 787-9,Boeing
2024-05-30 00:10:52,2.7752,107.6338,356dab6e,C02ECA,232,36000,540,B789,C-FRSR,1717020643,YVR,SIN,AC19,AC,0,0,ACA19,ACA,Vancouver International Airport,"49.193901062, -123.183998108",Singapore Changi Airport,"1.35019, 103.994003",Air Canada,Boeing 787-9,Boeing
2024-05-30 00:10:52,26.3052,119.5194,356db747,7812BE,218,23600,444,B789,B-1356,1717020643,LAX,XMN,MF830,MF,0,0,CXA830,CXA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Xiamen Gaoqi International Airport,"24.54400062561035, 118.12799835205078",XiamenAir,Boeing 787-9,Boeing
2024-05-30 00:10:52,24.0115,114.123,356db8f4,7800A9,229,12525,364,B77W,B-2099,1717020644,SFO,CAN,CZ658,CZ,0,-1472,CSN658,CSN,San Francisco International Airport,"37.61899948120117, -122.375",Guangzhou Baiyun International Airport,"23.392401, 113.299004",China Southern Airlines,Boeing 777-300ER,Boeing
2024-05-30 00:10:52,46.282,-98.4954,356dd121,789244,102,41000,510,A359,B-LQF,1717020644,HKG,JFK,CX840,CX,0,0,CPA840,CPA,Hong Kong International Airport,"22.308901, 113.915001",John F Kennedy International Airport,"40.639447, -73.779317",Cathay Pacific,Airbus A350-900,Airbus
2024-05-30 00:10:52,61.1886,-150.0023,356dd21b,A75659,255,0,0,MD11,N572FE,1717020642,IND,ANC,FX29,FX,1,0,FDX29,FDX,Indianapolis International Airport,"39.7173, -86.294403",Ted Stevens Anchorage International Airport,"61.1744, -149.996002",Fedex,McDonnell Douglas MD-11,McDonnell Douglas
2024-05-30 00:10:52,48.394,-142.5088,356dd4d1,80153D,97,37000,535,B77L,VT-AEH,1717020647,BLR,SFO,AI175,AI,0,0,AIC175,AIC,Kempegowda International Airport,"13.1979, 77.706299",San Francisco International Airport,"37.61899948120117, -122.375",Air India,Boeing 777-200LR,Boeing
2024-05-30 00:10:52,31.1519,121.7902,356ddce5,781D8D,161,449,131,B77L,B-221W,1717020635,LAX,PVG,CK224,CK,0,0,CKK224,CKK,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Shanghai Pudong International Airport,"31.1434, 121.805",China Cargo Airlines,Boeing 777-200LR,Boeing
2024-05-30 00:10:52,25.2471,55.3746,356ddd4d,A7EA7E,300,0,0,B748,N609UP,1717020575,SDF,DXB,5X76,5X,1,0,UPS76,UPS,Louisville Muhammad Ali International Airport,"38.1744, -85.736",Dubai International Airport,"25.2527999878, 55.3643989563",UPS Airlines,Boeing 747-8,Boeing
2024-05-30 00:10:52,35.7697,141.5496,356ddf8f,ABB6B5,276,11950,309,B77L,N854FD,1717020646,MEM,NRT,FX15,FX,0,-1536,FDX15,FDX,Memphis International Airport,"35.04240036010742, -89.97669982910156",Narita International Airport,"35.764702, 140.386002",Fedex,Boeing 777-200LR,Boeing
2024-05-30 00:10:52,-23.0596,-48.1503,356de71d,39C427,221,38000,442,B789,F-HRBH,1717020647,CDG,EZE,AF468,AF,0,0,AFR468,AFR,Charles de Gaulle International Airport,"49.012798, 2.55",Minister Pistarini International Airport,"-34.8222, -58.5358",Air France,Boeing 787-9,Boeing
2024-05-30 00:10:52,14.7881,79.2608,356de7ec,8964B6,297,38000,521,A388,A6-EVH,1717020645,SYD,DXB,EK413,EK,0,0,UAE5CL,UAE,Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Dubai International Airport,"25.2527999878, 55.3643989563",Emirates,Airbus A380-800,Airbus
2024-05-30 00:10:52,35.548,139.766,356de81a,86DD08,157,0,0,B788,JA843J,1717020645,LHR,HND,JL42,JL,1,0,JAL42,JAL,London Heathrow Airport,"51.4706, -0.461941",Tokyo Haneda International Airport,"35.552299, 139.779999",Japan Airlines,Boeing 787-8,Boeing
2024-05-30 00:10:52,35.9082,140.494,356de8b3,A7F08E,308,5975,239,B748,N610UP,1717020646,SDF,NRT,5X108,5X,0,0,UPS108,UPS,Louisville Muhammad Ali International Airport,"38.1744, -85.736",Narita International Airport,"35.764702, 140.386002",UPS Airlines,Boeing 747-8,Boeing
2024-05-30 00:10:52,24.4489,-78.7985,356debbd,152077,238,38000,462,B77W,RA-73847,1717020644,SVO,VRA,N4555,N4,0,0,NWS555,NWS,Sheremetyevo International Airport,"55.972599, 37.4146",Juan Gualberto Gomez International Airport,"23.034401, -81.435303",Nord Wind,Boeing 777-300ER,Boeing
2024-05-30 00:10:52,33.9555,-118.3685,356ded66,3C65AB,263,625,133,A388,D-AIMK,1717020644,MUC,LAX,LH452,LH,0,-768,DLH452,DLH,Munich Airport,"48.353802, 11.7861",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Lufthansa Cargo,Airbus A380-800,Airbus
2024-05-30 00:10:52,26.7357,45.8318,356deeff,ABE959,70,39000,518,B77L,N867FD,1717020646,MEM,DWC,FX8,FX,0,0,FDX8,FDX,Memphis International Airport,"35.04240036010742, -89.97669982910156",Al Maktoum International Airport,"24.896356, 55.161389",Fedex,Boeing 777-200LR,Boeing
2024-05-30 00:10:52,31.1646,129.7792,356def0e,A57362,232,40000,488,B744,N450PA,1717020646,LAX,HKG,5Y8082,5Y,0,0,GTI8082,GTI,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Hong Kong International Airport,"22.308901, 113.915001",Atlas Air,Boeing 747-400,Boeing
2024-05-30 00:10:52,22.326,113.9038,356df202,407D52,154,0,10,B744,G-UNET,1717020646,EMA,HKG,HC411,HC,1,0,HGO411,HGO,East Midlands Airport,"52.8311, -1.32806",Hong Kong International Airport,"22.308901, 113.915001",Air Senegal,Boeing 747-400,Boeing
2024-05-30 00:10:52,38.3983,140.6292,356df2a6,AC148F,250,38000,410,B77L,N878FD,1717020646,MEM,ICN,FX5434,FX,0,0,FDX5434,FDX,Memphis International Airport,"35.04240036010742, -89.97669982910156",Incheon International Airport,"37.46910095214844, 126.45099639892578",Fedex,Boeing 777-200LR,Boeing
2024-05-30 00:10:52,24.4342,126.0331,356df64e,8990A4,297,38000,488,B77L,B-18772,1717020642,LAX,TPE,CI5137,CI,0,0,CAL5137,CAL,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Taiwan Taoyuan International Airport,"25.0777, 121.233002",China Airlines,Boeing 777-200LR,Boeing
2024-05-30 00:10:52,37.0311,-121.4491,356df65f,899032,141,35000,492,B77W,B-16729,1717020644,TPE,LAX,BR12,BR,0,0,EVA012,EVA,Taiwan Taoyuan International Airport,"25.0777, 121.233002",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",EVA Air,Boeing 777-300ER,Boeing
