timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-31 00:17:35,37.7187,-122.2175,3570f2ca,AAA39A,90,0,0,B752,N785FD,1717107448,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-31 00:17:35,39.7051,-86.2923,35711bed,A0F99E,322,0,0,B763,N162FE,1717107445,CLT,IND,FX1635,FX,1,0,FDX1635,FDX,Charlotte Douglas International Airport,"35.2140007019043, -80.94309997558594",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-31 00:17:35,40.4668,-73.8746,357164dc,76CCE2,357,3100,184,A359,9V-SGB,1717107446,SIN,JFK,SQ24,SQ,0,-512,SIA24,SIA,Singapore Changi Airport,"1.35019, 103.994003",John F Kennedy International Airport,"40.639447, -73.779317",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 00:17:35,-33.9829,151.2275,357193ab,7C4926,243,6875,238,A388,VH-OQG,1717107448,LAX,SYD,QF12,QF,0,-384,QFA12,QFA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Qantas,Airbus A380-800,Airbus
2024-05-31 00:17:35,29.9741,-95.3362,35719651,8964E2,180,0,4,A388,A6-EVK,1717107448,DXB,IAH,EK211,EK,1,0,UAE1Y,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Emirates,Airbus A380-800,Airbus
2024-05-31 00:17:35,33.5013,114.7445,35719997,7805AA,185,38100,490,B77L,B-2075,1717107446,JFK,CAN,CSG2544,CS,0,0,CSG2544,CSG,John F Kennedy International Airport,"40.639447, -73.779317",Guangzhou Baiyun International Airport,"23.392401, 113.299004",Comlux Aruba,Boeing 777-200LR,Boeing
2024-05-31 00:17:35,33.9635,-118.2898,3571a2cb,710110,263,1925,191,B77W,HZ-AK38,1717107446,JED,LAX,SV41,SV,0,-896,SVA041,SVA,King Abdulaziz International Airport,"21.6796, 39.156502",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Saudia,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,3.1408,108.262,3571aae9,76CD44,240,40000,538,A359,9V-SJD,1717107441,LAX,SIN,SQ37,SQ,0,0,SIA37,SIA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 00:17:35,-36.9758,146.5384,3571ad86,A254D8,236,25975,339,B789,N24974,1717107446,SFO,MEL,UA60,UA,0,64,UAL60,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Melbourne International Airport,"-37.673302, 144.843002",United Airlines,Boeing 787-9,Boeing
2024-05-31 00:17:35,14.5035,121.0043,3571b663,7583EB,19,0,0,B77W,RP-C7778,1717107447,SFO,MNL,PR105,PR,1,0,PAL105,PAL,San Francisco International Airport,"37.61899948120117, -122.375",Ninoy Aquino International Airport,"14.5086, 121.019997",Philippine Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,37.5237,-77.6913,3571c3b8,C8243A,99,38975,559,B789,ZK-NZM,1717107448,AKL,JFK,NZ2,NZ,0,64,ANZ2,ANZ,Auckland International Airport,"-37.01199, 174.786331",John F Kennedy International Airport,"40.639447, -73.779317",Air New Zealand,Boeing 787-9,Boeing
2024-05-31 00:17:35,61.1899,-150.0029,3571d12b,ABED10,255,0,0,B77L,N868FD,1717107446,IND,ANC,FX29,FX,1,0,FDX29,FDX,Indianapolis International Airport,"39.7173, -86.294403",Ted Stevens Anchorage International Airport,"61.1744, -149.996002",Fedex,Boeing 777-200LR,Boeing
2024-05-31 00:17:35,14.3232,120.6059,3571d81b,758798,127,5075,216,B77W,RP-C7783,1717107447,YVR,MNL,PR117,PR,0,-64,PAL117,PAL,Vancouver International Airport,"49.193901062, -123.183998108",Ninoy Aquino International Airport,"14.5086, 121.019997",Philippine Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,44.3873,-141.5307,3571daec,80153F,108,38000,508,B77L,VT-AEG,1717107449,BLR,SFO,AI175,AI,0,0,AIC175,AIC,Kempegowda International Airport,"13.1979, 77.706299",San Francisco International Airport,"37.61899948120117, -122.375",Air India,Boeing 777-200LR,Boeing
2024-05-31 00:17:35,45.8668,-94.037,3571db0b,A65449,115,18975,388,A359,N507DN,1717107448,ICN,MSP,DL170,DL,0,-1664,DAL170,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,"44.882, -93.221802",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:17:35,33.9428,134.7034,3571e245,8990E3,241,38000,432,B77W,B-16721,1717107447,JFK,TPE,BR31,BR,0,0,EVA031,EVA,John F Kennedy International Airport,"40.639447, -73.779317",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,16.0978,76.5525,3571e248,89655C,296,40000,529,A388,A6-EVP,1717107447,AKL,DXB,EK449,EK,0,0,UAE1QH,UAE,Auckland International Airport,"-37.01199, 174.786331",Dubai International Airport,"25.2527999878, 55.3643989563",Emirates,Airbus A380-800,Airbus
2024-05-31 00:17:35,34.9949,-85.7686,3571e7e8,A6456D,141,29175,509,A359,N503DN,1717107447,ICN,ATL,DL26,DL,0,-1024,DAL26,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:17:35,25.61,54.8489,3571eb2c,A8397C,87,8800,346,B748,N629UP,1717107446,SDF,DXB,5X76,5X,0,-2176,UPS76,UPS,Louisville Muhammad Ali International Airport,"38.1744, -85.736",Dubai International Airport,"25.2527999878, 55.3643989563",UPS Airlines,Boeing 747-8,Boeing
2024-05-31 00:17:35,7.0696,90.7222,3571eb57,75044E,114,41004,450,A359,9M-MAG,1717107445,LHR,KUL,MH3,MH,0,0,MAS3,MAS,London Heathrow Airport,"51.4706, -0.461941",Kuala Lumpur International Airport,"2.74558, 101.709999",Malaysia Airlines,Airbus A350-900,Airbus
2024-05-31 00:17:35,45.5531,-92.936,3571ee48,789275,104,41000,505,A359,B-LQG,1717107448,HKG,JFK,CX840,CX,0,0,CPA840,CPA,Hong Kong International Airport,"22.308901, 113.915001",John F Kennedy International Airport,"40.639447, -73.779317",Cathay Pacific,Airbus A350-900,Airbus
2024-05-31 00:17:35,61.1905,-150.0032,3571f116,AC50FA,180,0,0,B77L,N893FD,1717107447,OAK,ANC,FX37,FX,1,0,FDX37,FDX,Metropolitan Oakland International Airport,"37.721298, -122.221001",Ted Stevens Anchorage International Airport,"61.1744, -149.996002",Fedex,Boeing 777-200LR,Boeing
2024-05-31 00:17:35,-17.7527,177.4503,3571f18c,C88019,104,0,0,A332,DQ-FJU,1717107447,HKG,NAN,FJ392,FJ,1,0,FJI392,FJI,Hong Kong International Airport,"22.308901, 113.915001",Nadi International Airport,"-17.755399703979492, 177.4429931640625",Fiji Airways,Airbus A330-200,Airbus
2024-05-31 00:17:35,26.9314,46.5517,3571f3a0,AC1E56,83,39000,494,B77L,N880FD,1717107447,MEM,DWC,FX8,FX,0,0,FDX8,FDX,Memphis International Airport,"35.04240036010742, -89.97669982910156",Al Maktoum International Airport,"24.896356, 55.161389",Fedex,Boeing 777-200LR,Boeing
2024-05-31 00:17:35,25.5641,121.3879,3571f694,89901E,125,5100,242,B77W,B-18005,1717107447,FRA,TPE,CI62,CI,0,0,CAL062,CAL,Frankfurt Airport,"50.036521, 8.561268",Taiwan Taoyuan International Airport,"25.0777, 121.233002",China Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,35.5489,139.777,3571f7fe,86DD2A,337,0,76,B788,JA844J,1717107448,LHR,HND,JL42,JL,1,0,JAL42,JAL,London Heathrow Airport,"51.4706, -0.461941",Tokyo Haneda International Airport,"35.552299, 139.779999",Japan Airlines,Boeing 787-8,Boeing
2024-05-31 00:17:35,33.7586,-84.6054,3571f851,A63DFF,141,11850,276,A359,N501DN,1717107446,HND,ATL,DL296,DL,0,0,DAL296,DAL,Tokyo Haneda International Airport,"35.552299, 139.779999",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:17:35,35.757,140.3848,3571fe83,AA8499,329,0,14,B77L,N777SA,1717107448,CVG,NRT,PO213,PO,1,0,PAC213,DHK,Cincinnati Northern Kentucky International Airport,"39.048801, -84.667801",Narita International Airport,"35.764702, 140.386002",Polar Air Cargo,Boeing 777-200LR,Boeing
2024-05-31 00:17:35,40.3856,107.5859,3571ff06,394A09,81,35100,582,B77W,F-GSQJ,1717107446,CDG,ICN,AF264,AF,0,-64,AFR264,AFR,Charles de Gaulle International Airport,"49.012798, 2.55",Incheon International Airport,"37.46910095214844, 126.45099639892578",Air France,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,37.7881,138.625,3571ff16,AB9A5B,246,38000,377,B77L,N847FD,1717107448,MEM,ICN,FX5434,FX,0,0,FDX5434,FDX,Memphis International Airport,"35.04240036010742, -89.97669982910156",Incheon International Airport,"37.46910095214844, 126.45099639892578",Fedex,Boeing 777-200LR,Boeing
2024-05-31 00:17:35,45.9776,-93.2975,357200c4,A6657E,109,41000,502,A359,N511DN,1717107449,PVG,DTW,DL388,DL,0,0,DAL388,DAL,Shanghai Pudong International Airport,"31.1434, 121.805",Detroit Metropolitan Wayne County Airport,"42.212398529052734, -83.35340118408203",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:17:35,42.2854,-71.0435,35720153,86E452,19,1425,148,B789,JA864J,1717107446,NRT,BOS,JL8,JL,0,-896,JAL8,JAL,Narita International Airport,"35.764702, 140.386002",Logan International Airport,"42.3643, -71.005203",Japan Airlines,Boeing 787-9,Boeing
2024-05-31 00:17:35,37.4784,126.4482,3572021b,A561FD,143,0,16,B744,N446MC,1717107442,LAX,ICN,5Y8126,5Y,1,0,GTI8126,GTI,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Incheon International Airport,"37.46910095214844, 126.45099639892578",Atlas Air,Boeing 747-400,Boeing
2024-05-31 00:17:35,4.6606,102.6569,357204ec,76CEF3,157,37000,488,B77W,9V-SWS,1717107446,ZRH,SIN,SQ345,SQ,0,0,SIA345,SIA,Zürich Airport,"47.458056, 8.548056",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,24.9911,120.8335,35720630,899081,8,13000,315,B77W,B-16738,1717107446,CDG,TPE,BR88,BR,0,-576,EVA088,EVA,Charles de Gaulle International Airport,"49.012798, 2.55",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,26.4949,50.7841,35720a28,407EB5,157,7075,262,B77L,G-DHLV,1717107447,CVG,BAH,D0709,D0,0,-896,DHK709,DHK,Cincinnati Northern Kentucky International Airport,"39.048801, -84.667801",Bahrain International Airport,"26.267295, 50.63764",DHL Air UK,Boeing 777-200LR,Boeing
2024-05-31 00:17:35,43.4675,-81.2576,35720dee,C038CC,90,18850,395,B789,C-FVNF,1717107445,ICN,YYZ,AC62,AC,0,-2048,ACA062,ACA,Incheon International Airport,"37.46910095214844, 126.45099639892578",Toronto Lester B. Pearson International Airport,"43.6772, -79.6306",Air Canada,Boeing 787-9,Boeing
2024-05-31 00:17:35,45.6971,-91.3223,35720f41,899019,116,37000,510,B77W,B-18053,1717107445,TPE,JFK,CI12,CI,0,0,CAL012,CAL,Taiwan Taoyuan International Airport,"25.0777, 121.233002",John F Kennedy International Airport,"40.639447, -73.779317",China Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,48.4052,-104.5338,3572118d,78926B,106,39000,514,A35K,B-LXR,1717107446,HKG,YYZ,CX826,CX,0,-64,CPA826,CPA,Hong Kong International Airport,"22.308901, 113.915001",Toronto Lester B. Pearson International Airport,"43.6772, -79.6306",Cathay Pacific,Airbus A350-1000,Airbus
2024-05-31 00:17:35,-19.45,-40.037,357215da,4BB0E1,229,40000,449,A359,TC-LGA,1717107448,IST,GRU,TK193,TK,0,0,THY193,THY,İstanbul Airport,"41.261297, 28.741951",Guarulhos - Governador André Franco Montoro International Airport,"-23.431944, -46.467778",Turkish Airlines,Airbus A350-900,Airbus
2024-05-31 00:17:35,40.6442,-73.6895,35721649,8682DA,164,13225,312,B77W,JA740J,1717107446,HND,JFK,JL4,JL,0,-2176,JAL4,JAL,Tokyo Haneda International Airport,"35.552299, 139.779999",John F Kennedy International Airport,"40.639447, -73.779317",Japan Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,32.3563,116.6008,35721798,78131E,116,39100,522,A332,B-1043,1717107446,LIS,HGH,JD622,JD,0,0,CBJ622,CBJ,Humberto Delgado Airport (Lisbon Portela Airport),"38.7813, -9.13592",Hangzhou Xiaoshan International Airport,"30.23609, 120.428865",Beijing Capital Airlines,Airbus A330-200,Airbus
2024-05-31 00:17:35,-34.7792,-58.7727,3572184c,346456,103,3500,191,A359,EC-NJM,1717107446,MAD,EZE,IB6845,IB,0,-1280,IBE6845,IBE,Adolfo Suárez Madrid–Barajas Airport,"40.471926, -3.56264",Minister Pistarini International Airport,"-34.8222, -58.5358",Iberia,Airbus A350-900,Airbus
2024-05-31 00:17:35,34.3872,-97.5542,3572194a,AB5867,179,27625,433,B789,N830AN,1717107447,CDG,DFW,AA49,AA,0,-1408,AAL49,AAL,Charles de Gaulle International Airport,"49.012798, 2.55",Dallas Fort Worth International Airport,"32.896801, -97.038002",American Airlines,Boeing 787-9,Boeing
2024-05-31 00:17:35,54.785,-106.6517,3572196c,4BB14A,219,36000,467,B77W,TC-LJJ,1717107446,IST,LAX,TK9,TK,0,0,THY9,THY,İstanbul Airport,"41.261297, 28.741951",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Turkish Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:17:35,22.3311,117.3832,35721a14,780A29,268,43000,482,B748,B-LJG,1717107448,ANC,HKG,CX3273,CX,0,0,CPA3273,CPA,Ted Stevens Anchorage International Airport,"61.1744, -149.996002",Hong Kong International Airport,"22.308901, 113.915001",Cathay Pacific,Boeing 747-8,Boeing
2024-05-31 00:17:35,45.8192,-57.6384,35721a92,39CF09,254,43000,454,A359,F-HTYJ,1717107447,CDG,BOS,AF322,AF,0,0,AFR322,AFR,Charles de Gaulle International Airport,"49.012798, 2.55",Logan International Airport,"42.3643, -71.005203",Air France,Airbus A350-900,Airbus
2024-05-31 00:17:35,26.3825,123.066,35721acb,899082,229,31425,463,B77L,B-16790,1717107448,SEA,TPE,BR625,BR,0,-2496,EVA625,EVA,Seattle–Tacoma International Airport,"47.449162, -122.311134",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 777-200LR,Boeing
2024-05-31 00:17:35,22.1418,113.7581,35721cc6,789234,334,4450,232,A359,B-LQB,1717107447,MAN,HKG,CX216,CX,0,-512,CPA216,CPA,Manchester Airport,"53.349375, -2.279521",Hong Kong International Airport,"22.308901, 113.915001",Cathay Pacific,Airbus A350-900,Airbus
2024-05-31 00:17:35,25.3535,121.2593,35721f39,89907D,207,4100,217,B789,B-17883,1717107445,MUC,TPE,BR72,BR,0,0,EVA072,EVA,Munich Airport,"48.353802, 11.7861",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 787-9,Boeing
2024-05-31 00:17:35,29.6117,-78.3869,35722015,4D20F7,214,43000,412,GLEX,9H-VJO,1717107446,CIA,MCO,VJT878,VJ,0,0,VJT878,VJT,Ciampino–G. B. Pastine International Airport,"41.7994, 12.5949",Orlando International Airport,"28.429399490356445, -81.30899810791016",VietJet Air,Bombardier Global Express,Bombardier
2024-05-31 00:17:35,37.0111,139.7822,357220f3,3C4588,81,25175,512,B77L,D-AALH,1717107447,LEJ,NRT,3S594,3S,0,-2112,BOX594,BOX,Leipzig/Halle Airport,"51.423889, 12.236389",Narita International Airport,"35.764702, 140.386002",Air Antilles Express,Boeing 777-200LR,Boeing
2024-05-31 00:17:35,8.4055,100.9397,35722145,76CD7A,139,39000,478,A388,9V-SKZ,1717107447,LHR,SIN,SQ317,SQ,0,-128,SIA317,SIA,London Heathrow Airport,"51.4706, -0.461941",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A380-800,Airbus
2024-05-31 00:17:35,9.3467,100.6771,3572233c,76CDB1,152,41025,490,A359,9V-SMQ,1717107445,MAN,SIN,SQ51,SQ,0,-64,SIA51,SIA,Manchester Airport,"53.349375, -2.279521",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 00:17:35,54.0417,-119.9767,3572240a,4BB0E8,198,40000,500,A359,TC-LGH,1717107446,IST,SEA,TK203,TK,0,0,THY8DE,THY,İstanbul Airport,"41.261297, 28.741951",Seattle–Tacoma International Airport,"47.449162, -122.311134",Turkish Airlines,Airbus A350-900,Airbus
2024-05-31 00:17:35,43.3161,-120.8248,357224f7,4BB0EC,198,39000,474,A359,TC-LGL,1717107448,IST,SFO,TK79,TK,0,0,THY79K,THY,İstanbul Airport,"41.261297, 28.741951",San Francisco International Airport,"37.61899948120117, -122.375",Turkish Airlines,Airbus A350-900,Airbus
2024-05-31 00:17:35,49.2838,-106.5444,357225bb,780CB1,99,35000,517,B77W,B-2008,1717107449,CAN,JFK,CZ699,CZ,0,-64,CSN699,CSN,Guangzhou Baiyun International Airport,"23.392401, 113.299004",John F Kennedy International Airport,"40.639447, -73.779317",China Southern Airlines,Boeing 777-300ER,Boeing
